# loss	lr
1.974597387015819550e-02,1.000287826173007488e-03
1.454960089176893234e-02,1.000287826173007488e-03
1.331995613873004913e-02,1.000287826173007488e-03
1.264865510165691376e-02,1.000287826173007488e-03
1.223509758710861206e-02,1.000287826173007488e-03
1.191880181431770325e-02,1.000287826173007488e-03
1.168610807508230209e-02,1.000287826173007488e-03
1.152793038636445999e-02,1.000287826173007488e-03
1.141993980854749680e-02,1.000287826173007488e-03
1.133150327950716019e-02,1.000287826173007488e-03
1.124499086290597916e-02,1.000287826173007488e-03
1.116202585399150848e-02,1.000287826173007488e-03
1.111942343413829803e-02,1.000287826173007488e-03
1.103744190186262131e-02,1.000287826173007488e-03
1.098727528005838394e-02,1.000287826173007488e-03
1.094386540353298187e-02,1.000287826173007488e-03
1.088065281510353088e-02,1.000287826173007488e-03
1.085273269563913345e-02,1.000287826173007488e-03
1.083778962492942810e-02,1.000287826173007488e-03
1.078745163977146149e-02,1.000287826173007488e-03
1.075374241918325424e-02,1.000287826173007488e-03
1.073279324918985367e-02,1.000287826173007488e-03
1.071503665298223495e-02,1.000287826173007488e-03
1.068777032196521759e-02,1.000287826173007488e-03
1.067428290843963623e-02,1.000287826173007488e-03
1.065362058579921722e-02,1.000287826173007488e-03
1.063058339059352875e-02,1.000287826173007488e-03
1.061155740171670914e-02,1.000287826173007488e-03
1.056635752320289612e-02,1.000287826173007488e-03
1.056447252631187439e-02,1.000287826173007488e-03
1.053614076226949692e-02,1.000287826173007488e-03
1.051709707826375961e-02,1.000287826173007488e-03
1.047789584845304489e-02,1.000287826173007488e-03
1.045748125761747360e-02,1.000287826173007488e-03
1.042926777154207230e-02,1.000287826173007488e-03
1.040947809815406799e-02,1.000287826173007488e-03
1.039193198084831238e-02,1.000287826173007488e-03
1.036200206726789474e-02,1.000287826173007488e-03
1.036491338163614273e-02,1.000287826173007488e-03
1.034504827111959457e-02,1.000287826173007488e-03
1.033668220043182373e-02,1.000287826173007488e-03
1.031081285327672958e-02,1.000287826173007488e-03
1.029906049370765686e-02,1.000287826173007488e-03
1.027712412178516388e-02,1.000287826173007488e-03
1.028290297836065292e-02,1.000287826173007488e-03
1.026608049869537354e-02,1.000287826173007488e-03
1.025276817381381989e-02,1.000287826173007488e-03
1.022307854145765305e-02,1.000287826173007488e-03
1.022227108478546143e-02,1.000287826173007488e-03
1.020006556063890457e-02,1.000287826173007488e-03
1.019282359629869461e-02,1.000287826173007488e-03
1.017191447317600250e-02,1.000287826173007488e-03
1.016310788691043854e-02,1.000287826173007488e-03
1.013740524649620056e-02,1.000287826173007488e-03
1.012435089796781540e-02,1.000287826173007488e-03
1.012240536510944366e-02,1.000287826173007488e-03
1.010142546147108078e-02,1.000287826173007488e-03
1.010911259800195694e-02,1.000287826173007488e-03
1.009058300405740738e-02,1.000287826173007488e-03
1.007605250924825668e-02,1.000287826173007488e-03
1.007951982319355011e-02,1.000287826173007488e-03
1.007596030831336975e-02,1.000287826173007488e-03
1.005690544843673706e-02,1.000287826173007488e-03
1.007724832743406296e-02,1.000287826173007488e-03
1.005220133811235428e-02,1.000287826173007488e-03
1.005225814878940582e-02,1.000287826173007488e-03
1.004510838538408279e-02,1.000287826173007488e-03
1.002721209079027176e-02,1.000287826173007488e-03
1.002637576311826706e-02,1.000287826173007488e-03
1.001751050353050232e-02,1.000287826173007488e-03
1.002225279808044434e-02,1.000287826173007488e-03
1.002889871597290039e-02,1.000287826173007488e-03
1.002553850412368774e-02,1.000287826173007488e-03
1.001343969255685806e-02,1.000287826173007488e-03
1.002021878957748413e-02,1.000287826173007488e-03
1.002007909119129181e-02,1.000287826173007488e-03
1.001339033246040344e-02,1.000287826173007488e-03
9.987169876694679260e-03,1.000287826173007488e-03
9.977293200790882111e-03,1.000287826173007488e-03
9.985676966607570648e-03,1.000287826173007488e-03
9.974295273423194885e-03,1.000287826173007488e-03
9.979427792131900787e-03,1.000287826173007488e-03
9.980159811675548553e-03,1.000287826173007488e-03
9.971389546990394592e-03,1.000287826173007488e-03
9.948099963366985321e-03,1.000287826173007488e-03
9.956324473023414612e-03,1.000287826173007488e-03
9.933516383171081543e-03,1.000287826173007488e-03
9.942227974534034729e-03,1.000287826173007488e-03
9.915517643094062805e-03,1.000287826173007488e-03
9.929728694260120392e-03,1.000287826173007488e-03
9.903863072395324707e-03,1.000287826173007488e-03
9.923522360622882843e-03,1.000287826173007488e-03
9.913935326039791107e-03,1.000287826173007488e-03
9.895368479192256927e-03,1.000287826173007488e-03
9.906876832246780396e-03,1.000287826173007488e-03
9.906347841024398804e-03,1.000287826173007488e-03
9.901707991957664490e-03,1.000287826173007488e-03
9.887057356536388397e-03,1.000287826173007488e-03
9.885367937386035919e-03,1.000287826173007488e-03
9.901046752929687500e-03,1.000287826173007488e-03
